,Factor_0,Factor_1,Factor_2,Factor_3,Factor_4,Factor_5,Factor_6,Factor_7,Factor_8,Factor_9,Factor_10,Factor_11,Factor_12,Factor_13,Factor_14,Factor_15,Factor_16,Factor_17,Factor_18,Factor_19
Lesson Planning,0.6757593797931924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1002464588992598,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Editing and Proofreading Technical Content,2.01103466000324e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6350362029750867,0.0,0.0,0.0,0.0,0.0,0.0
Behavioral Science in Fitness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.197186363728157e-20,0.0,0.0,0.0,3.2954267691783053e-12,0.0,0.0,0.0,0.0,0.0,0.0,2.7998441148969175e-16,0.0
Biomechanics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.99895991778694e-20,0.0,0.0,0.0,4.019774434166901e-12,0.0,0.0,0.0,0.0,0.0,0.0,3.415260778354844e-16,0.0
Blockchain Technologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6001320675970111,0.0,0.0,0.0,0.0,0.11687106158516378,0.0,0.0,0.0,0.2620593193310064,0.0
Ethernet and Wi-Fi Technologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloud Cost Optimization,0.0,0.0,0.0,0.0,0.0,0.2870692026986153,0.0,0.0,0.0,1.4908196977169166,0.0,0.0,0.0,0.0,0.0,0.0,0.2567151633697924,0.0,0.0,0.0
Visualization Tools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18018789887948952,0.0,0.0,0.0,0.020884948083707344,0.0,0.0,0.0,0.0,0.0,0.16992866171630253,0.0
Ethics in Research and Scientific Integrity,0.0,0.0,0.0,0.0,1.4023361385585644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lesson Facilitation and Student Engagement,0.00011747571298553145,0.0,0.0,0.0,0.0,0.0,3.4591999210303452,0.0,0.0,0.0,0.0,0.0014024814901426891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trademarks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0116217105223172e-176,5.116742755860115e-157,0.0,0.0,0.0
Data Interpretation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.001244797301333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Business Applications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017589247101147019,0.0,0.008555775290411013,0.0,0.0,0.0,0.0815990688824328,0.0022458400863927183,0.0,0.0,0.0,0.0
Language Assessment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.786254631730825e-139,0.0,0.0,2.4487353709350483e-142
Algorithm Optimization and Refactoring,0.0,0.6818467468905638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IT Infrastructure Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1095135196834003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Business Model Canvas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13349818587872953,0.0,0.0,0.0,0.0,0.0,2.0791390963037844e-56,0.0,0.0,0.0
Mathematical Logic,0.0,0.0,0.0,0.0,0.0,6.277747542921998e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.6853163903049602,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Interaction Design,0.0,0.0,0.0,0.0,0.0,0.0,1.2334371224789602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Information Systems,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Exercise Physiology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.229473946337917e-19,0.0,0.0,0.0,8.962914587934359e-12,0.0,0.0,0.0,0.0,0.0,0.0,7.615026950700222e-16,0.0
Process Modeling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.609985187034365,0.0,0.0,0.0,0.0,0.0
Industry Experience,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5630574435256118e-61,0.0,0.0,0.0,0.0
Transnational Movements and Global Activism,0.0,0.0,0.0,0.0,0.06870624370127783,0.0,1.7406836117190203e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Object-Oriented Design and Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399901246895764,0.0,0.0,0.0,0.0,0.0
Discourse Analysis,0.45050226920054987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8821776531599415,0.0,0.0,0.0,0.0
Digital Circuit Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41484524828385
Data Flow Diagrams and Entity-Relationship Diagrams,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7399901246895764,0.0,0.0,0.0,0.0,0.0
Gender Studies,0.00015483208673191346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8383651483116745,0.0,0.0,0.0,0.0
Operating System Management,0.0,0.0,0.0,0.0,0.0,1.9324184846030374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Web Services (SOAP, REST)",0.0,0.031092726039336663,2.240407121326707e-83,3.315324024880475e-07,0.0,0.0,0.0,0.0,0.0009889975752821016,0.11141468406703002,0.014246152499242297,0.0,0.0,0.006861952167804327,0.07942370297627939,0.0017913340685956583,0.0,0.0,0.0,2.211529110843666e-08
WPF (Windows Presentation Foundation),0.0,0.031092726039336663,2.240407121326707e-83,3.315324024880475e-07,0.0,0.0,0.0,0.0,0.0009889975752821016,0.11141468406703002,0.014246152499242297,0.0,0.0,0.006861952167804327,0.07942370297627939,0.0017913340685956583,0.0,0.0,0.0,2.211529110843666e-08
File I/O Operations,0.0,0.2278737492476548,0.0,0.0,0.0,0.0,0.0,0.0,0.0020124247705934338,0.0,0.024620124381644848,0.0,0.0,0.0,0.0,0.003125904428277434,0.0,0.0,0.0,0.0
Solution Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3159265035920785e-182,0.0,0.0,0.0,0.0,0.0,1.5200738958850737e-177,0.0,0.0,0.0
Survey Design and Sampling Techniques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16836306844068896,0.0,0.0,0.0,0.2560011718013958,0.0,0.0,0.0,0.0,0.0,0.004451436529434885,0.0
Iconography and Symbolism in Art,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7888672671051646,0.0,0.0
Software Testing and Quality Assurance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11161598372587267,0.688208488846828,0.30953670194008875,0.0,0.0,0.0014881937732326047,2.381869222372912,0.12243717437749976,0.0,0.0,0.23618869345673874,0.0
Academic Writing,0.6757534038008247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.823266479739913,0.0,0.0,0.0,0.0
Facilitation of Sensitive Topics,0.00015483208673191346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8383651483116745,0.0,0.0,0.0,0.0
Security Auditing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3288669802800847e-45,0.0,0.0,0.0,0.0,0.5725484912657234,0.0,0.0,0.0
Multithreading and Concurrency in Java,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2275345382247822,0.0,0.0,0.0,0.0,0.0
Ethics of Technology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4689322634279002,0.0,0.0,0.0,0.0
Patents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0116217105223172e-176,5.116742755860115e-157,0.0,0.0,0.0
Technological Innovation and Social Change,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3126215089519335,0.0,0.0,0.0,0.0
Speech Writing and Delivery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8954515916613899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Audio/Visual Communication,0.4503868778468239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1826830123012265e-12,0.0,0.0
Career Planning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.244390960613541e-149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2821504661396508e-142
Recursion and Recursive Algorithms,0.0,1.2916714318783338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04664034682047534,0.0,0.0,0.0,0.0,0.0
Computing History,0.0,0.0,0.0,0.0,0.0,2.148500923550238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Educational Psychology,7.831714199035402e-05,0.0,0.0,0.0,0.0,0.0,2.306133280686897,0.0,0.0,0.0,0.0,0.0009349876600951257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Modeling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.665414628368547,0.0
Professional Communication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5630574435256118e-61,0.0,0.0,0.0,0.0
User Experience Design,0.0,0.0,0.0,0.0,0.0,0.0,1.2334371224789602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cloud Deployment Models (e.g., Public, Private, Hybrid)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1095135196834003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethical Theories and Philosophical Foundations,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Speech Communication,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
Qualitative Research Methods,0.6755785505524503,0.0,0.0,1.396147646027678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.274015958174115e-12,0.0,0.0
Collaborative Coding Practices,0.0,0.2278737492476548,0.0,0.0,0.0,0.0,0.0,0.0,0.0020124247705934338,0.0,0.024620124381644848,0.0,0.0,0.0,0.0,0.003125904428277434,0.0,0.0,0.0,0.0
AI Algorithms,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.761797888799106e-142,0.0,0.0,0.0,0.0,0.0,0.0
Reflective Practice,0.00011747571298553145,0.0,0.0,0.0,0.0,0.0,3.4591999210303452,0.0,0.0,0.0,0.0,0.0014024814901426891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP/IP Protocol Suite,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3967808052753554,0.0,0.0,0.0
Android SDK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003943308365743178,0.21232048413670954,0.03166330648581896,0.0,0.0,0.008342898907206272,0.020548929129661164,0.005804618988931197,0.0,0.0,0.0,0.0
Version Control (Git/GitHub),0.0,0.0,3.2427332132595694e-80,0.0004798552560621663,0.0,0.0,0.0,0.0,0.0,0.017630407633562963,0.007062497131664398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200916117077674e-05
Software Development Methodologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9675246629143586,0.0,0.0,0.0,0.0,0.0
Accounting Principles and Concepts,0.0,0.0,4.793796268584378e-94,0.0,0.0,0.0,0.0,0.0,2.042874988155098e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quantitative Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.001244797301333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Version Control,0.0,0.1139368746238274,0.0,0.0,0.0,0.0,0.0,0.0,0.0010062123852967169,0.0,0.012310062190822424,0.0,0.0,0.0,0.0,0.001562952214138717,0.0,0.0,0.0,0.0
Assessment and Feedback in Physical Activities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499843987668041e-19,0.0,0.0,0.0,6.029661651250351e-12,0.0,0.0,0.0,0.0,0.0,0.0,5.122891167532266e-16,0.0
Version Control Systems (Git),0.0,0.26754300190783853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15244722789337176,0.0,0.0,0.0,0.0,0.0
Circuit Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.622267872425776
"Cloud Platforms (e.g., AWS, Azure, Google Cloud)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.311962132617665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Correlation Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.001244797301333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Team Building,0.0,0.0,0.0,0.0,0.009338951742673539,0.0,0.0,1.833732077599565e-148,0.0,0.0,1.1584172035402052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue Recognition in IT,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Agile Practices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.601414852902268e-107,0.0,0.0,0.0,0.0,0.0,0.0,2.977271121666563e-101,0.0,0.0
Rizal's Philosophy and Ideology,0.0,0.0,0.0,0.0,0.001736513531211177,0.0,0.0,0.0,0.0,0.0,0.0,0.005535956558460592,0.013190305739623919,0.0,0.0,0.047947794141245406,0.0,0.05658244732262675,0.0,0.0
Social and Political Ethics,0.0,0.0,0.0,0.0,1.4023361385585644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Computer Vision,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.872659629330351e-143,0.0,0.0,0.0,0.0,0.0,0.0
Git and GitHub Basics,0.0,0.1139368746238274,0.0,0.0,0.0,0.0,0.0,0.0,0.0010062123852967169,0.0,0.012310062190822424,0.0,0.0,0.0,0.0,0.001562952214138717,0.0,0.0,0.0,0.0
Trigonometry and Geometry in Applications,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367261368813779,0.0,0.0,0.0,0.5120023436027916,0.0,0.0,0.0,0.0,0.0,0.00890287305886977,0.0
Cost Allocation and Cost Management in IT,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Climbing and Rappelling Techniques,0.0,0.0,0.0,0.0,0.009338951742673539,0.0,0.0,1.833732077599565e-148,0.0,0.0,1.1584172035402052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Accessibility Design,0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Interaction Styles (e.g., Touch, Voice, Gesture)",0.0,0.0,0.0,0.0,0.0,0.0,0.8222914149859736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Real-Time Data Processing,0.0,0.0,0.0,0.0,0.0,0.0,4.666101299979737e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7051392899694191,0.0
Visual Studio,0.0,0.031092726039336663,2.240407121326707e-83,3.315324024880475e-07,0.0,0.0,0.0,0.0,0.0009889975752821016,0.11141468406703002,0.014246152499242297,0.0,0.0,0.006861952167804327,0.07942370297627939,0.0017913340685956583,0.0,0.0,0.0,2.211529110843666e-08
Application Development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9001981013955166,0.0,0.0,0.0,0.0,0.17530659237774565,0.0,0.0,0.0,0.39308897899650963,0.0
Philippine Economic History,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23263852632459334,0.0,0.03721672662085233,0.0,0.0
Moral Dilemmas and Ethical Case Studies,0.0,0.0,0.0,0.0,2.1035042078378465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Choreography,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Event Management and Coordination for Sports and Dance,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Operating System Troubleshooting and Performance Tuning,0.0,0.0,0.0,0.0,0.0,1.9324184846030374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Code Coverage and Unit Testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26190032194418894,0.0,0.0,0.0,0.006658936461446802,0.0,0.0,0.0,0.0,0.0,0.0
Lean Methodology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9021222793534016e-107,0.0,0.0,0.0,0.0,0.0,0.0,4.465906682499845e-101,0.0,0.0
Cloud Computing and IT Financial Management,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Advanced Database Systems,0.0,0.0,0.0,0.0,0.0,0.0,6.999151949969605e-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0577089349541284,0.0
Cybersecurity Policy and Governance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3288669802800847e-45,0.0,0.0,0.0,0.0,0.5725484912657234,0.0,0.0,0.0
Test Case Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3928504829162835,0.0,0.0,0.0,0.009988404692170202,0.0,0.0,0.0,0.0,0.0,0.0
Presentation Skills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8431773874920845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Argumentation and Debate,0.6755803167702359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2740245184351663e-12,0.0,0.0
Room Database,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014136095012676948,0.0016262432967643747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Predictive Analytics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.677400512661212e-124,0.0,0.0
Sports Injury Prevention and Rehabilitation,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cloud Architecture Patterns,0.0,0.0,0.0,0.0,0.0,0.22366663798037711,0.0,0.0,0.0,2.6955584565784254,0.0,0.0,0.0,0.0,0.0,0.0,0.21692550146428122,0.0,0.0,0.0
Industry Knowledge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.244390960613541e-149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2821504661396508e-142
Educational Technology Use,0.4503868778468239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1826830123012265e-12,0.0,0.0
Market Research and Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08899879058581966,0.0,0.0,0.0,0.0,0.0,1.3860927308691894e-56,0.0,0.0,0.0
Interface Design,0.0,0.0,0.0,0.0,0.0,0.0,1.2334371224789602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dependency Injection (Dagger, Hilt)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014136095012676948,0.0016262432967643747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Public Service Ethics,0.0,0.0,1.8988508476194523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Injury Prevention and Management,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8196146281515097e-19,0.0,0.0,0.0,7.315201203345207e-12,0.0,0.0,0.0,0.0,0.0,0.0,6.215104893251763e-16,0.0
CAD Tools for Circuit Design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.41484524828385
Digital Communication with Stakeholders,0.0,0.0,3.2427332132595694e-80,0.0004798552560621663,0.0,0.0,0.0,0.0,0.0,0.017630407633562963,0.007062497131664398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.200916117077674e-05
Business Communication for Entrepreneurs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7397337572351435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ethical Implications of Emerging Technologies,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4689322634279002,0.0,0.0,0.0,0.0
Backup and Recovery Techniques,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.110276418912365,0.0
Network Performance Monitoring,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.264520536850237,0.0,0.0,0.0
Signal Processing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.654905561922708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LAN Redundancy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.285519850753316e-160,0.0,0.0,0.0,0.0,0.0,0.0
"Software Development Environments (e.g., Spring, Hibernate)",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2275345382247822,0.0,0.0,0.0,0.0,0.0
OSPF Configuration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.285519850753316e-160,0.0,0.0,0.0,0.0,0.0,0.0
Environmental Ethics,0.0,0.0,0.0,0.0,1.4117890479128576,0.0,0.0,1.8100929066193676e-148,0.0,0.0,1.1434837082891056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fitness and Conditioning for Athletes,0.0,0.0,0.0,6.295858917461456e-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cybersecurity Laws and Regulations,0.0,0.0,0.0,0.0,0.0,0.0,2.6964652512345775e-52,2.7714721364670203e-74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Comparative Literature,0.0,0.0,0.0,0.0,0.07751817370248042,0.0,0.0,0.0,0.0,0.0,0.0,0.16086962369961755,0.16778848546457656,0.0,0.0,0.0,0.0,0.05308950428331156,0.0,0.0
"MVC Frameworks (Laravel, Symfony)",0.0,0.0,2.4401598115563755e-81,3.610915342708494e-05,0.0,0.0,0.0,0.0,0.003448829227216008,0.09066565121179325,0.02400188049327912,0.0,0.0,0.010225468185365773,0.012696887798228848,0.004728746004612859,0.0,0.0,0.0,2.4086925307749607e-06
"Collaborative Software Development (Agile, Scrum)",0.0,0.26754300190783853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15244722789337176,0.0,0.0,0.0,0.0,0.0
Curriculum Development,0.6757534038008247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.823266479739913,0.0,0.0,0.0,0.0
Instructional Strategies in PE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.499843987668041e-19,0.0,0.0,0.0,6.029661651250351e-12,0.0,0.0,0.0,0.0,0.0,0.0,5.122891167532266e-16,0.0
Asset Management and Capital Budgeting in IT,0.0,0.0,3.1958641790562525e-94,0.0,0.0,0.0,0.0,0.0,1.3619166587700655e-37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parallel Algorithms,0.0,0.6818467468905638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rizal's Influence on Philippine Independence,0.0,0.0,0.0,0.0,0.0026047702968167654,0.0,0.0,0.0,0.0,0.0,0.0,0.008303934837690888,0.019785458609435883,0.0,0.0,0.0719216912118681,0.0,0.08487367098394015,0.0,0.0
